Symbol,ScripCode,FillingDate,MeetingDate,TradeDate,CompanyName,FileStatus,HeadLine,NewsSubject,AttachmentName,NewsBody,Descriptor,CriticalNews,AnnounceType,MeetingType,DescriptorId,AttachmentUrl,FileName,ReceivedAt,FileReceivedAt,SavedAt
TCS,532540,2025-2-28 11:01:00,0001-1-01 00:00:00,2025-2-28 11:01:00,TATA CONSULTANCY SERVICES LTD.,N,Press Release-TCS Extends Partnership With DNB Bank ASA By 5 Years To Power Next-Gen Banking Innovation,Press Release-TCS Extends Partnership With DNB Bank ASA By 5 Years To Power Next-Gen Banking Innovation,7c977c67-5311-4e77-81b3-fccf985c296a.pdf,Press Release-TCS Extends Partnership with DNB Bank ASA by 5 Years to Power Next-Gen Banking Innovation,General,0,General_Announcements,,1,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7c977c67-5311-4e77-81b3-fccf985c296a.pdf,TCS_General_Announcements_1_28022025.pdf,2025-2-28 11:02:03,,2025-2-28 11:02:03
