Symbol,ScripCode,FillingDate,MeetingDate,TradeDate,CompanyName,FileStatus,HeadLine,NewsSubject,AttachmentName,NewsBody,Descriptor,CriticalNews,AnnounceType,MeetingType,DescriptorId,AttachmentUrl,FileName,ReceivedAt,FileReceivedAt,SavedAt
BHARTIARTL,532454,2025-2-28 18:08:01,0001-1-01 00:00:00,2025-2-28 18:08:01,BHARTI AIRTEL LTD.,N,Disclosure Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations'| 2015,Disclosure Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations'| 2015,c05b7793-2605-4e6c-9949-3da92c737879.pdf,Disclosure under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations'| 2015,General,0,General_Announcements,,1,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c05b7793-2605-4e6c-9949-3da92c737879.pdf,BHARTIARTL_General_Announcements_1_28022025.pdf,2025-2-28 18:09:02,,2025-2-28 18:09:02
