Label,Value,Decimals,UnitId,Description,ContextName,From,To
NumberOfVotingRightsHeldBySameClassOfSecurities,36874,0,pure,Number of voting rights held by same class of securities,DetailsOfSharesHeldByResidentIndividualShareholdersHoldingNominalShareCapitalInExcessOfRsTwoLakh_Context17,07/02/2025 00:00,07/02/2025 00:00
NumberOfVotingRights,36874,0,pure,Number of voting rights,DetailsOfSharesHeldByResidentIndividualShareholdersHoldingNominalShareCapitalInExcessOfRsTwoLakh_Context17,07/02/2025 00:00,07/02/2025 00:00
PercentageOfTotalVotingRights,2.41,0,pure,Percentage of total voting rights,DetailsOfSharesHeldByResidentIndividualShareholdersHoldingNominalShareCapitalInExcessOfRsTwoLakh_Context17,07/02/2025 00:00,07/02/2025 00:00
ShareholdingAsAPercentageAssumingFullConversionOfConvertibleSecuritiesAndWarrants,2.41,0,pure,Total shareholding as a percentage assuming full conversion of convertible securities and warrants and warrants,DetailsOfSharesHeldByResidentIndividualShareholdersHoldingNominalShareCapitalInExcessOfRsTwoLakh_Context17,07/02/2025 00:00,07/02/2025 00:00
NumberOfEquitySharesHeldInDematerializedForm,36874,0,shares,Number of equity shares held in dematerialized form,DetailsOfSharesHeldByResidentIndividualShareholdersHoldingNominalShareCapitalInExcessOfRsTwoLakh_Context17,07/02/2025 00:00,07/02/2025 00:00
NumberOfShareUnderSubCategoryOne,0,0,shares,Number of share under sub category one,DetailsOfSharesHeldByResidentIndividualShareholdersHoldingNominalShareCapitalInExcessOfRsTwoLakh_Context17,07/02/2025 00:00,07/02/2025 00:00
NumberOfShareUnderSubCategoryTwo,0,0,shares,Number of share under sub category two,DetailsOfSharesHeldByResidentIndividualShareholdersHoldingNominalShareCapitalInExcessOfRsTwoLakh_Context17,07/02/2025 00:00,07/02/2025 00:00
NumberOfShareUnderSubCategoryThree,0,0,shares,Number of share under sub category three,DetailsOfSharesHeldByResidentIndividualShareholdersHoldingNominalShareCapitalInExcessOfRsTwoLakh_Context17,07/02/2025 00:00,07/02/2025 00:00
NumberOfShareholders,1,0,pure,Number of shareholders,DetailsOfSharesHeldByResidentIndividualShareholdersHoldingNominalShareCapitalInExcessOfRsTwoLakh_Context17,07/02/2025 00:00,07/02/2025 00:00
NameOfTheShareholder,Kishor Abhaychand Turakhia,0,,Name of the shareholder,D_DetailsOfSharesHeldByResidentIndividualShareholdersHoldingNominalShareCapitalInExcessOfRsTwoLakh_Context18,08/11/2024 00:00,07/02/2025 00:00
NumberOfFullyPaidUpEquityShares,26000,0,shares,Number of fully paid up equity shares,DetailsOfSharesHeldByResidentIndividualShareholdersHoldingNominalShareCapitalInExcessOfRsTwoLakh_Context18,07/02/2025 00:00,07/02/2025 00:00
NumberOfShares,26000,0,shares,Total number of shares,DetailsOfSharesHeldByResidentIndividualShareholdersHoldingNominalShareCapitalInExcessOfRsTwoLakh_Context18,07/02/2025 00:00,07/02/2025 00:00
ShareholdingAsAPercentageOfTotalNumberOfShares,1.7,0,pure,Shareholding as a percentage of total number of shares,DetailsOfSharesHeldByResidentIndividualShareholdersHoldingNominalShareCapitalInExcessOfRsTwoLakh_Context18,07/02/2025 00:00,07/02/2025 00:00
NumberOfVotingRightsHeldBySameClassOfSecurities,26000,0,pure,Number of voting rights held by same class of securities,DetailsOfSharesHeldByResidentIndividualShareholdersHoldingNominalShareCapitalInExcessOfRsTwoLakh_Context18,07/02/2025 00:00,07/02/2025 00:00
NumberOfVotingRights,26000,0,pure,Number of voting rights,DetailsOfSharesHeldByResidentIndividualShareholdersHoldingNominalShareCapitalInExcessOfRsTwoLakh_Context18,07/02/2025 00:00,07/02/2025 00:00
PercentageOfTotalVotingRights,1.7,0,pure,Percentage of total voting rights,DetailsOfSharesHeldByResidentIndividualShareholdersHoldingNominalShareCapitalInExcessOfRsTwoLakh_Context18,07/02/2025 00:00,07/02/2025 00:00
