Label,Value,Decimals,UnitId,Description,ContextName,From,To
ScripCode,523127,0,,Scrip code,MainD,2024-10-01 00:00:00,2024-12-31 00:00:00
Symbol,EIHAHOTELS,0,,Symbol,MainD,2024-10-01 00:00:00,2024-12-31 00:00:00
MSEISymbol,NOTLISTED,0,,MSEI Symbol,MainD,2024-10-01 00:00:00,2024-12-31 00:00:00
ISIN,INE276C01014,0,,ISIN,MainD,2024-10-01 00:00:00,2024-12-31 00:00:00
NameOfTheCompany,EIH ASSOCIATED HOTELS LTD,0,,Name of the company,MainD,2024-10-01 00:00:00,2024-12-31 00:00:00
WhetherCompanyIsSME,false,0,,Whether company is SME,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
ClassOfSecurity,Equity Shares,0,,Class of security,MainD,2024-10-01 00:00:00,2024-12-31 00:00:00
TypeOfReport,Quarterly,0,,Type of report,MainD,2024-10-01 00:00:00,2024-12-31 00:00:00
DateOfReport,2024-12-31,0,,Date of report,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
ShareholdingPatternFiledUnder,Regulation 31 (1) (b),0,,Shareholding pattern filed under,MainD,2024-10-01 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityIsPublicSectorUndertaking,false,0,,Whether the listed entity is Public Sector Undertaking (PSU),MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasIssuedAnyPartlyPaidUpShares,false,0,,Whether the listed entity has issued any partly paid up shares,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasIssuedAnyPartlyPaidUpSharesForPromoterAndPromoterGroup,false,0,,Whether the listed entity has issued any partly paid up shares for promoter and promoter group,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasIssuedAnyPartlyPaidUpSharesForPublicShareHolder,false,0,,Whether the listed entity has issued any partly paid up shares for public share holder,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasIssuedAnyPartlyPaidUpSharesForNonPromoterNonPublic,false,0,,Whether the listed entity has issued any partly paid up shares for non promoter non-public,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasIssuedAnyConvertibleSecurities,false,0,,Whether the listed entity has issued any convertible securities,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasIssuedAnyConvertibleSecuritiesForPromoterAndPromoterGroup,false,0,,Whether the listed entity has issued any convertible securities for promoter and promoter group,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasIssuedAnyConvertibleSecuritiesForPublicShareHolder,false,0,,Whether the listed entity has issued any convertible securities for public share holder,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasIssuedAnyConvertibleSecuritiesForNonPromoterNonPublic,false,0,,Whether the listed entity has issued any convertible securities for non promoter non public,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasIssuedAnyWarrants,false,0,,Whether the listed entity has issued any warrants,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasIssuedAnyWarrantsForPromoterAndPromoterGroup,false,0,,Whether the listed entity has issued any warrants for promoter and promoter group,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasIssuedAnyWarrantsForPublicShareHolder,false,0,,Whether the listed entity has issued any warrants for public shareholder,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasIssuedAnyWarrantsForNonPromoterNonPublic,false,0,,Whether the listed entity has issued any warrants for non promoter non public,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasAnySharesAgainstWhichDepositoryReceiptsAreIssued,false,0,,Whether the listed entity has any shares against which depository receipts are issued,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasAnySharesAgainstWhichDepositoryReceiptsAreIssuedForPromoterAndPromoterGroup,false,0,,Whether the listed entity has any shares against which depository receipts are issued for promoter and promoter group,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasAnySharesAgainstWhichDepositoryReceiptsAreIssuedForPublicShareHolder,false,0,,Whether the listed entity has any shares against which depository receipts are issued for public shareholder,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasAnySharesAgainstWhichDepositoryReceiptsAreIssuedForNonPromoterNonPublic,false,0,,Whether the listed entity has any shares against which depository receipts are issued for non promoter non public,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasAnySharesInLockedIn,false,0,,Whether the listed entity has any shares in locked-in,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasAnySharesInLockedInForPromoterAndPromoterGroup,false,0,,Whether the listed entity has any shares in locked in for promoter and promoter group,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasAnySharesInLockedInForPublicShareHolder,false,0,,Whether the listed entity has any shares in locked in for public shareholder,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasAnySharesInLockedInForNonPromoterNonPublic,false,0,,Whether the listed entity has any shares in locked in for non promoter non public,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherAnySharesHeldByPromotersArePledgeOrOtherwiseEncumbered,false,0,,Whether any shares held by promoters are pledge or otherwise encumbered,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherAnySharesHeldByPromotersArePledgeOrOtherwiseEncumberedForPromoterAndPromoterGroup,false,0,,Whether any shares held by promoters are pledge or otherwise encumbered for promoter and promoter group,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherCompanyHasEquitySharesWithDifferentialVotingRights,false,0,,Whether company has equity shares with differential voting rights,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherCompanyHasEquitySharesWithDifferentialVotingRightsForPromoterAndPromoterGroup,false,0,,Whether company has equity shares with differential voting rights for promoter and promoter group,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherCompanyHasEquitySharesWithDifferentialVotingRightsForPublicShareHolder,false,0,,Whether company has equity shares with differential voting rights for public shareholder,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherCompanyHasEquitySharesWithDifferentialVotingRightsForNonPromoterNonPublic,false,0,,Whether company has equity shares with differential voting rights for non promoter non public,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
WhetherTheListedEntityHasAnySignificantBeneficialOwner,false,0,,Whether the listed entity has any significant beneficial owner,MainI,2024-12-31 00:00:00,2024-12-31 00:00:00
NumberOfShareholders,4,0,pure,Number of shareholders,IndividualsOrHinduUndividedFamily_ContextI,2024-12-31 00:00:00,2024-12-31 00:00:00
NumberOfFullyPaidUpEquityShares,194972,0,shares,Number of fully paid up equity shares,IndividualsOrHinduUndividedFamily_ContextI,2024-12-31 00:00:00,2024-12-31 00:00:00
NumberOfShares,194972,0,shares,Total number of shares,IndividualsOrHinduUndividedFamily_ContextI,2024-12-31 00:00:00,2024-12-31 00:00:00
ShareholdingAsAPercentageOfTotalNumberOfShares,0.32,0,pure,Shareholding as a percentage of total number of shares,IndividualsOrHinduUndividedFamily_ContextI,2024-12-31 00:00:00,2024-12-31 00:00:00
NumberOfVotingRightsHeldBySameClassOfSecurities,194972,0,pure,Number of voting rights held by same class of securities,IndividualsOrHinduUndividedFamily_ContextI,2024-12-31 00:00:00,2024-12-31 00:00:00
NumberOfVotingRights,194972,0,pure,Number of voting rights,IndividualsOrHinduUndividedFamily_ContextI,2024-12-31 00:00:00,2024-12-31 00:00:00
PercentageOfTotalVotingRights,0.32,0,pure,Percentage of total voting rights,IndividualsOrHinduUndividedFamily_ContextI,2024-12-31 00:00:00,2024-12-31 00:00:00
ShareholdingAsAPercentageAssumingFullConversionOfConvertibleSecuritiesAndWarrants,0.32,0,pure,Total shareholding as a percentage assuming full conversion of convertible securities and warrants and warrants,IndividualsOrHinduUndividedFamily_ContextI,2024-12-31 00:00:00,2024-12-31 00:00:00
NumberOfEquitySharesHeldInDematerializedForm,194972,0,shares,Number of equity shares held in dematerialized form,IndividualsOrHinduUndividedFamily_ContextI,2024-12-31 00:00:00,2024-12-31 00:00:00
NumberOfShareholders,6,0,pure,Number of shareholders,OtherIndianShareholders_ContextI,2024-12-31 00:00:00,2024-12-31 00:00:00
NumberOfFullyPaidUpEquityShares,31936238,0,shares,Number of fully paid up equity shares,OtherIndianShareholders_ContextI,2024-12-31 00:00:00,2024-12-31 00:00:00
NumberOfShares,31936238,0,shares,Total number of shares,OtherIndianShareholders_ContextI,2024-12-31 00:00:00,2024-12-31 00:00:00
ShareholdingAsAPercentageOfTotalNumberOfShares,52.41,0,pure,Shareholding as a percentage of total number of shares,OtherIndianShareholders_ContextI,2024-12-31 00:00:00,2024-12-31 00:00:00
NumberOfVotingRightsHeldBySameClassOfSecurities,31936238,0,pure,Number of voting rights held by same class of securities,OtherIndianShareholders_ContextI,2024-12-31 00:00:00,2024-12-31 00:00:00
