stock_id,stock_name,symbol,sector,mcap_type,overall_score,verdict,financial_score,valuation_score,qm_score,technical_score,start_price,end_price,return_pct,outperformance_vs_avg
31,"Ashok Leyland Ltd",ASHOKLEY,"Automobile",Large Cap,61.71,HOLD,52.75,84.50,25.00,48.00,86.2,106.47,23.52,24
125,"CG Power & Industrial Solutions Ltd",CGPOWER,"Capital Goods - Electrical Equipment",Large Cap,61.60,HOLD,68.00,50.00,65.00,100.00,472.85,572.6,21.1,21.58
5496,"Maruti Suzuki India Ltd",MARUTI,"Automobile",Large Cap,61.41,HOLD,76.25,65.50,20.00,78.00,11567.2,11945.85,3.27,3.75
301,"ITC Ltd",ITC,"Tobacco Products",Large Cap,61.36,HOLD,73.75,69.00,35.00,27.00,389.8,395,1.33,1.81
28074,"Bajaj Auto Ltd",BAJAJ-AUTO,"Automobile",Large Cap,60.77,HOLD,71.75,50.00,65.00,72.00,8041.3,7902.9,-1.72,-1.24
227,"Grasim Industries Ltd",GRASIM,"Textiles",Large Cap,60.05,HOLD,43.50,52.00,100.00,80.00,2245.75,2306.65,2.71,3.19
22045,"SBI Life Insurance Company Ltd",SBILIFE,"Insurance",Large Cap,59.88,HOLD,25.00,80.00,0.00,80.00,1546.8,1430.5,-7.52,-7.04
21960,"Godrej Consumer Products Ltd",GODREJCP,"FMCG",Large Cap,59.39,HOLD,68.75,62.00,30.00,78.00,1273.4,1005.15,-21.07,-20.59
237,"Hero MotoCorp Ltd",HEROMOTOCO,"Automobile",Large Cap,59.33,HOLD,56.00,50.00,85.00,67.50,4581.45,3681.1,-19.65,-19.17
3026,"Lupin Ltd",LUPIN,"Pharmaceuticals",Large Cap,59.17,HOLD,44.25,50.00,100.00,77.00,1634.4,1904.65,16.54,17.02
242,"ABB India Ltd",ABB,"Capital Goods - Electrical Equipment",Large Cap,59.01,HOLD,85.25,50.00,30.00,79.00,5499.55,4935.4,-10.26,-9.78
12030,"Hindustan Aeronautics Ltd",HAL,"Aerospace & Defence",Large Cap,58.85,HOLD,68.00,50.00,57.50,80.00,3157.15,3088.2,-2.18,-1.7
17808,"Adani Power Ltd",ADANIPOWER,"Power Generation & Distribution",Large Cap,58.73,HOLD,63.00,63.00,37.50,67.50,111.16,95.79,-13.83,-13.35
476,"Reliance Industries Ltd",RELIANCE,"Refineries",Large Cap,58.55,HOLD,70.75,66.50,10.00,80.00,1491.08,1200.1,-19.51,-19.03
15542,"Bharti Airtel Ltd",BHARTIARTL,"Telecom-Service",Large Cap,58.52,HOLD,46.25,55.71,82.50,67.50,1131.1,1570.2,38.82,39.3
566,"Tata Steel Ltd",TATASTEEL,"Steel",Large Cap,58.40,HOLD,68.25,50.00,55.00,79.00,155.25,137.2,-11.63,-11.15
5656,"HCL Technologies Ltd",HCLTECH,"IT - Software",Large Cap,57.83,HOLD,66.00,58.00,40.00,67.50,1646.3,1575.05,-4.33,-3.85
4244,"Adani Enterprises Ltd",ADANIENT,"Trading",Large Cap,56.75,HOLD,67.00,65.00,10.00,80.00,3231.55,2032.05,-37.12,-36.64
66273,"Adani Energy Solutions Ltd",ADANIENSOL,"Power Generation & Distribution",Large Cap,56.08,HOLD,23.25,80.00,0.00,43.00,1080.8,650.9,-39.78,-39.3
2307,"Hindustan Zinc Ltd",HINDZINC,"Non Ferrous Metals",Large Cap,55.92,HOLD,74.25,65.00,10.00,37.00,312.6,390.8,25.02,25.5
40279,"Indus Towers Ltd",INDUSTOWER,"Telecom Equipment & Infra Services",Large Cap,55.41,HOLD,62.75,63.00,15.00,79.00,265.7,323.35,21.7,22.18
6068,"Oil & Natural Gas Corpn Ltd",ONGC,"Crude Oil & Natural Gas",Large Cap,55.34,HOLD,65.75,63.00,10.00,78.00,271.9,225.25,-17.16,-16.68
21281,"Adani Ports & Special Economic Zone Ltd",ADANIPORTS,"Marine Port & Services",Large Cap,54.29,HOLD,34.00,50.00,90.00,77.00,1338.3,1069.4,-20.09,-19.61
636,"Apollo Hospitals Enterprise Ltd",APOLLOHOSP,"Healthcare",Large Cap,54.26,HOLD,51.50,65.00,35.00,46.50,6133.3,6052.6,-1.32,-0.84
2163,"Cholamandalam Investment & Finance Company Ltd",CHOLAFIN,"Finance",Large Cap,53.81,HOLD,40.25,50.00,95.00,30.50,1098.4,1400.75,27.53,28.01
2290,"Bharat Petroleum Corporation Ltd",BPCL,"Refineries",Large Cap,53.38,HOLD,51.25,50.00,55.00,80.00,312.6,237.3,-24.09,-23.61
12002,"Indian Oil Corporation Ltd",IOC,"Refineries",Large Cap,52.97,HOLD,51.75,50.00,55.00,72.00,172.2,113.49,-34.09,-33.61
514,"Siemens Ltd",SIEMENS,"Capital Goods - Electrical Equipment",Large Cap,51.82,HOLD,58.75,50.00,35.00,77.00,2354.86,2298.48,-2.39,-1.91
74646,"Hitachi Energy India Ltd",POWERINDIA,"Capital Goods - Electrical Equipment",Large Cap,51.72,HOLD,39.75,50.00,65.00,80.00,6128.2,11284.35,84.14,84.62
348,"Larsen & Toubro Ltd",LT,"Infrastructure Developers & Operators",Large Cap,51.49,HOLD,62.25,50.00,25.00,83.00,3655.25,3163.85,-13.44,-12.96
5455,"Power Grid Corporation of India Ltd",POWERGRID,"Power Generation & Distribution",Large Cap,49.78,REVIEW,60.25,54.00,10.00,80.00,286.85,250.85,-12.55,-12.07
12001,"NTPC Ltd",NTPC,"Power Generation & Distribution",Large Cap,49.64,REVIEW,61.75,53.00,10.00,78.00,341.75,311.45,-8.87,-8.39
2966,"Samvardhana Motherson International Ltd",MOTHERSON,"Auto Ancillaries",Large Cap,49.45,REVIEW,44.25,59.00,20.00,86.00,120.05,79.06,-34.14,-33.66
24608,"Varun Beverages Ltd",VBL,"FMCG",Large Cap,48.90,REVIEW,64.25,50.00,10.00,76.00,579.5,436.05,-24.75,-24.27
6890,"DLF Ltd",DLF,"Realty",Large Cap,48.66,REVIEW,35.75,50.00,55.00,79.00,922.95,635.55,-31.14,-30.66
560,"Tata Motors Passenger Vehicles Ltd",TMPV,"Automobile",Large Cap,44.31,REVIEW,42.25,54.00,10.00,79.00,598.32,375.72,-37.2,-36.72
4325,"Sun Pharmaceutical Industries Ltd",SUNPHARMA,"Pharmaceuticals",Large Cap,44.23,REVIEW,35.75,50.00,30.00,80.00,1550.55,1593.25,2.75,3.23
12019,"Coal India Ltd",COALINDIA,"Mining & Mineral products",Large Cap,43.70,REVIEW,46.00,50.00,10.00,80.00,448.5,369.35,-17.65,-17.17
20287,"Jindal Steel Ltd",JINDALSTEL,"Steel",Large Cap,42.64,REVIEW,41.75,50.00,10.00,83.00,838.5,856.15,2.1,2.58
68117,"Eternal Ltd",ETERNAL,"E-Commerce/App based Aggregator",Large Cap,42.06,REVIEW,34.75,50.00,20.00,79.00,167.65,222.1,32.48,32.96
345,"Trent Ltd",TRENT,"Retail",Large Cap,40.49,REVIEW,29.75,50.00,20.00,78.00,3909.6,4851.55,24.09,24.57
554,"Tata Power Company Ltd",TATAPOWER,"Power Generation & Distribution",Large Cap,39.73,REVIEW,29.75,52.00,10.00,80.00,379.15,339.2,-10.54,-10.06
12854,"Indian Railway Finance Corporation Ltd",IRFC,"Finance",Large Cap,36.71,REVIEW,25.75,50.00,10.00,67.00,148.7,112.42,-24.4,-23.92
