stock_id,stock_name,symbol,sector,overall_score,verdict,return_pct,Revenue Growth_raw,Revenue Growth_score,EBITDA Growth_raw,EBITDA Growth_score,Earnings (PBT-OI)_raw,Earnings (PBT-OI)_score,ROE_raw,ROE_score,OCF/EBITDA CAGR_raw,OCF/EBITDA CAGR_score,Gross Block_raw,Gross Block_score,Debt/EBITDA_raw,Debt/EBITDA_score,PE vs 5Y_raw,PE vs 5Y_score,PB vs 5Y_raw,PB vs 5Y_score,EV vs 5Y_raw,EV vs 5Y_score,Revenue Multiplier_raw,Revenue Multiplier_score,EBITDA Multiplier_raw,EBITDA Multiplier_score,20-DMA_raw,20-DMA_score,50-DMA_raw,50-DMA_score,200-DMA_raw,200-DMA_score,RSI_raw,RSI_score,VPT_raw,VPT_score
151,"Eicher Motors Ltd",EICHERMOT,"Automobile",75.05,BUY,23.66,27.3283,100,24.1423,100,22.1703,100,25.3830,100,-4.5375,30,8.0525,70,-0.3622,100,115.8754,75,123.9372,75,111.8500,75,1.0330,65,0.8150,60,-0.3400,30,0.2100,30,5.9400,100,49.3200,70,656.9900,30
40942,"Avenue Supermarts Ltd",DMART,"Retail",72.88,BUY,-12,32.2926,100,30.8041,100,33.4214,100,16.9126,85,2.1083,50,23.1934,95,-0.6073,100,91.0267,85,97.6180,80,82.3012,85,0.4900,40,0.2270,20,1.4300,70,1.4200,70,2.0100,70,58.2500,100,929.7700,30
21188,"Divis Laboratories Ltd",DIVISLAB,"Pharmaceuticals",71.96,BUY,56.2,7.8053,60,-3.2831,EXCLUDED,-11.5934,EXCLUDED,21.3453,95,15.9339,95,9.2116,70,-3.0523,100,119.9304,75,89.5962,85,112.1123,75,1.9090,100,NA,EXCLUDED,-2.9200,20,-4.4800,20,-3.3700,20,33.5000,30,74.2100,30
33159,"Interglobe Aviation Ltd",INDIGO,"Air Transport Service",71.88,BUY,41.7,88.7944,100,38.1102,100,NA,EXCLUDED,109.3408,100,-8.8195,20,29.9824,100,1.3848,80,NA,EXCLUDED,NA,EXCLUDED,69.3963,100,0.0790,10,-4.8850,10,1.4600,70,4.3500,70,17.8600,100,58.3500,100,650.3800,30
3219,"Pidilite Industries Ltd",PIDILITIND,"Chemicals",71.22,BUY,-3.07,30.1852,100,12.3607,80,12.1007,80,24.6379,95,2.7235,50,4.7683,45,-0.2163,100,112.4566,75,110.9018,75,115.7711,75,0.3480,30,1.0250,65,1.4600,70,2.9300,70,6.4400,100,57.5400,100,703.2800,20
1016,"Titan Company Ltd",TITAN,"Diamond, Gems and Jewellery",70.38,BUY,-18.25,36.2276,100,19.1539,95,18.6639,95,23.7994,95,NA,EXCLUDED,12.1447,85,0.8392,95,155.9070,60,139.6803,65,113.9914,75,0.4920,40,2.2050,100,2.7000,70,3.5100,70,13.6900,100,59.8100,100,913.1600,30
8029,"TVS Motor Company Ltd",TVSMOTOR,"Automobile",69.19,BUY,-1.22,25.6049,100,21.1943,100,24.5928,100,23.0747,95,-3.1217,30,13.3325,85,0.8006,95,208.2248,50,252.8618,50,219.4013,50,0.9640,65,1.8650,100,6.3000,100,10.5200,100,33.0000,100,69.4300,70,1578.0700,30
24951,"UltraTech Cement Ltd",ULTRACEMCO,"Cement",68.74,BUY,0.22,18.4887,95,11.5489,70,11.5045,70,11.8715,65,0.6078,40,24.0943,95,0.1939,95,177.3306,50,130.4317,70,149.5839,60,0.6000,50,5.6300,100,1.3800,70,2.5200,70,12.9800,100,55.8600,100,531.7600,30
26603,"Polycab India Ltd",POLYCAB,"Cables",68.36,BUY,-1.69,25.9525,100,23.1416,100,31.2541,100,15.7029,85,-3.5951,30,25.1480,100,-1.2762,100,232.3281,50,192.3699,50,175.3785,50,0.8110,60,2.4340,100,2.8200,70,1.6200,70,5.6000,100,59.4500,100,31.8300,30
2806,"Infosys Ltd",INFY,"IT - Software",67.74,BUY,1.9,20.2859,100,11.1079,70,9.7125,70,25.9501,100,-3.0591,30,3.3003,45,-0.1952,100,143.0978,65,108.9027,80,95.3951,80,0.3380,30,0.5250,50,-0.6400,30,1.7300,70,9.4800,100,48.8700,70,-14.5500,30
