Symbol,ScripCode,ActionId,CompanyName,IndustryName,ListedStatus,ScripFaceValue,ISIN,AnnouceType,AnnouncementDate,MeetingDate,CorporateActionType,PurposeCode,AnnouncementUrl,FileName,RatioAmount,BcRdFlag,BcRdFrom,BcRdTo,ProvXdate,NdStartDate,NdEndDate,PaymentDate,ReferenceSrno,ModifyDate,ReceivedAt,FileReceivedAt,SavedAt
PFC,532810,2,Power Finance Corporation Ltd,Financial Services,Active,10,INE134E01011,U,2025-2-12 13:30:09,2025-2-12 00:00:00,Dividend,DP ,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2d25622e-fbbe-442c-87c8-d78694bf70ff.pdf,,3.5000    ,RD,2025-2-28 00:00:00,2025-2-28 00:00:00,2025-2-28 00:00:00,,,2025-3-11 00:00:00,1,2025-2-12 21:14:20,,,2025-4-02 11:42:58
