Symbol,ScripCode,ActionId,CompanyName,IndustryName,ListedStatus,ScripFaceValue,ISIN,AnnouceType,AnnouncementDate,MeetingDate,CorporateActionType,PurposeCode,AnnouncementUrl,FileName,RatioAmount,BcRdFlag,BcRdFrom,BcRdTo,ProvXdate,NdStartDate,NdEndDate,PaymentDate,ReferenceSrno,ModifyDate,ReceivedAt,FileReceivedAt,SavedAt
IGIL,544311,3,International Gemmological Institute India Limited,Services,Active,2,INE0Q9301021,U,,,Dividend,DP ,NULL,,2.4400    ,RD,2025-2-28 00:00:00,2025-2-28 00:00:00,2025-2-28 00:00:00,2025-2-24 00:00:00,2025-2-28 00:00:00,2025-3-24 00:00:00,2,2025-2-24 16:27:54,,,2025-4-02 11:42:58
