Symbol,ScripCode,ActionId,CompanyName,IndustryName,ListedStatus,ScripFaceValue,ISIN,AnnouceType,AnnouncementDate,MeetingDate,CorporateActionType,PurposeCode,AnnouncementUrl,FileName,RatioAmount,BcRdFlag,BcRdFrom,BcRdTo,ProvXdate,NdStartDate,NdEndDate,PaymentDate,ReferenceSrno,ModifyDate,ReceivedAt,FileReceivedAt,SavedAt
RDBIPL,533285,2,RDB Realty & Infrastructure Limited,Realty,Active,10,INE245L01010,U,,2025-1-27 00:00:00,Stock  Split,SS ,NULL,,NULL,RD,2025-2-28 00:00:00,2025-2-28 00:00:00,2025-2-28 00:00:00,,,2025-3-01 00:00:00,1,2025-2-10 17:38:04,,,2025-4-02 11:42:58
