Symbol,ScripCode,FillingDate,MeetingDate,TradeDate,CompanyName,FileStatus,HeadLine,NewsSubject,AttachmentName,NewsBody,Descriptor,CriticalNews,AnnounceType,MeetingType,DescriptorId,AttachmentUrl,FileName,ReceivedAt,FileReceivedAt,SavedAt
ICICIBANK,532174,2025-2-28 10:00:17,0001-1-01 00:00:00,2025-2-28 10:00:17,ICICI BANK LTD.,N,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS,22969c38-c482-488d-88fb-0fc1f17abe91.pdf,ICICI Bank has allotted 118'|556 equity shares of FV Rs.2 each on February 28'| 2025 under ICICI Bank Employees Stock Option Scheme-2000.,Allotment of ESOP / ESPS,0,General_Announcements,,115,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=22969c38-c482-488d-88fb-0fc1f17abe91.pdf,ICICIBANK_General_Announcements_115_28022025.pdf,2025-2-28 10:01:04,,2025-2-28 10:01:04
