Symbol,ScripCode,ActionId,CompanyName,IndustryName,ListedStatus,ScripFaceValue,ISIN,AnnouceType,AnnouncementDate,MeetingDate,CorporateActionType,PurposeCode,AnnouncementUrl,FileName,RatioAmount,BcRdFlag,BcRdFrom,BcRdTo,ProvXdate,NdStartDate,NdEndDate,PaymentDate,ReferenceSrno,ModifyDate,ReceivedAt,FileReceivedAt,SavedAt
JINDWORLD,531543,3,Jindal Worldwide Ltd.,Textiles,Active,1,INE247D01039,U,2025-2-19 18:45:01,2025-2-17 00:00:00,Bonus issue,BN ,https://www.bseindia.com/xml-data/corpfiling/AttachHis/17b69a90-99e9-4d66-9018-dc462f7d786e.pdf,,00040001  ,RD,2025-2-28 00:00:00,2025-2-28 00:00:00,2025-2-28 00:00:00,2025-2-24 00:00:00,2025-2-28 00:00:00,2025-3-04 00:00:00,2,2025-2-21 17:08:12,,,2025-4-02 11:42:58
