Symbol,ScripCode,ActionId,CompanyName,IndustryName,ListedStatus,ScripFaceValue,ISIN,AnnouceType,AnnouncementDate,MeetingDate,CorporateActionType,PurposeCode,AnnouncementUrl,FileName,RatioAmount,BcRdFlag,BcRdFrom,BcRdTo,ProvXdate,NdStartDate,NdEndDate,PaymentDate,ReferenceSrno,ModifyDate,ReceivedAt,FileReceivedAt,SavedAt
OASISEC,512489,2,Oasis Securities Limited,Financial Services,Active,10,INE876A01015,U,2025-2-15 15:06:00,2025-2-11 00:00:00,Stock  Split,SS ,https://www.bseindia.com/xml-data/corpfiling/AttachHis/4bf493cf-04ab-40b4-802e-4f04df5cebb0.pdf,,NULL,RD,2025-2-28 00:00:00,2025-2-28 00:00:00,2025-2-28 00:00:00,,,2025-3-01 00:00:00,1,2025-2-18 12:59:11,,,2025-4-02 11:42:58
