stock_id,stock_name,symbol,sector,overall_score,verdict,return_pct,Revenue Growth_raw,Revenue Growth_score,EBITDA Growth_raw,EBITDA Growth_score,Earnings (PBT-OI)_raw,Earnings (PBT-OI)_score,ROE_raw,ROE_score,OCF/EBITDA CAGR_raw,OCF/EBITDA CAGR_score,Gross Block_raw,Gross Block_score,Debt/EBITDA_raw,Debt/EBITDA_score,PE vs 5Y_raw,PE vs 5Y_score,PB vs 5Y_raw,PB vs 5Y_score,EV vs 5Y_raw,EV vs 5Y_score,Revenue Multiplier_raw,Revenue Multiplier_score,EBITDA Multiplier_raw,EBITDA Multiplier_score,20-DMA_raw,20-DMA_score,50-DMA_raw,50-DMA_score,200-DMA_raw,200-DMA_score,RSI_raw,RSI_score,VPT_raw,VPT_score
301,"ITC Ltd",ITC,"Tobacco Products",87.83,STRONG BUY,98.88,5.7537,60,6.7390,60,6.4827,60,26.6516,100,5.1619,60,12.0729,85,-1.4674,100,69.3015,100,NA,EXCLUDED,NA,EXCLUDED,5.9130,100,5.5450,100,-1.4200,20,-0.6000,30,3.8700,70,45.4600,70,132.3600,20
12019,"Coal India Ltd",COALINDIA,"Mining & Mineral products",87.49,STRONG BUY,138.44,5.2680,60,3.2952,50,1.9364,40,43.0589,100,-19.0168,10,12.7721,85,0.2067,95,51.7900,100,NA,EXCLUDED,NA,EXCLUDED,3696.1470,100,39.7760,100,7.5900,100,11.3600,100,11.2800,100,66.2600,70,199.1000,100
151,"Eicher Motors Ltd",EICHERMOT,"Automobile",80.65,STRONG BUY,83.67,6.0945,60,25.0114,100,25.2693,100,29.5522,100,-4.9722,30,26.8267,100,-2.5195,100,121.1180,75,NA,EXCLUDED,NA,EXCLUDED,10.2930,100,6.0720,100,-2.0700,20,-2.5200,20,10.3500,100,42.9800,70,476.7900,30
1745,"Shriram Finance Ltd",SHRIRAMFIN,"Finance",78.91,BUY,126.59,11.8105,70,10.1221,70,9.6932,70,14.8508,75,NA,EXCLUDED,232.6531,100,-0.8236,100,103.8552,80,NA,EXCLUDED,NA,EXCLUDED,4.5840,100,6.4510,100,-0.0700,30,7.2300,100,36.3100,100,51.8200,100,610.6700,30
12001,"NTPC Ltd",NTPC,"Power Generation & Distribution",78.88,BUY,176.35,5.7362,60,8.1614,70,1.8336,40,11.7730,65,-1.6939,30,24.3852,95,6.1317,25,93.5778,85,NA,EXCLUDED,NA,EXCLUDED,8.0970,100,3.7270,100,8.6200,100,12.5700,100,15.9900,100,72.8600,30,251.0100,100
237,"Hero MotoCorp Ltd",HEROMOTOCO,"Automobile",78.22,BUY,7.5,2.4666,50,2.2900,50,4.5401,60,34.4833,100,8.4364,70,30.7149,100,-1.9425,100,120.5371,75,NA,EXCLUDED,NA,EXCLUDED,12.2250,100,25.7650,100,0.4300,30,2.8700,70,13.8800,100,51.7900,100,408.1000,30
22045,"SBI Life Insurance Company Ltd",SBILIFE,"Insurance",77.70,BUY,57.81,16.7913,95,17.5905,95,17.7955,95,19.5350,85,87.8734,100,0.8881,45,-117.5522,100,130.7379,70,NA,EXCLUDED,NA,EXCLUDED,NA,EXCLUDED,NA,EXCLUDED,3.0300,70,3.3400,70,6.7600,100,59.0200,100,-99.4700,30
3219,"Pidilite Industries Ltd",PIDILITIND,"Chemicals",75.56,BUY,50.62,9.2789,70,15.2651,95,15.6449,95,26.5829,100,5.5815,60,24.7928,95,-0.5698,100,159.6540,60,NA,EXCLUDED,NA,EXCLUDED,4.1590,100,1.3890,90,1.3900,70,2.3300,70,11.3700,100,54.3000,100,500.3600,30
175,"Nestle India Ltd",NESTLEIND,"FMCG",75.48,BUY,31.12,5.1891,60,8.6127,70,7.9319,60,50.3651,100,-1.5697,30,-6.9026,EXCLUDED,-0.7052,100,18.0017,100,NA,EXCLUDED,NA,EXCLUDED,3.3170,100,0.0570,10,-0.0800,30,-2.4700,20,-0.4500,30,46.4800,70,383.1000,30
8029,"TVS Motor Company Ltd",TVSMOTOR,"Automobile",75.13,BUY,255.11,14.4562,80,28.9690,100,21.6650,100,23.8598,95,-25.3924,10,13.1868,85,4.9558,35,143.0546,65,NA,EXCLUDED,NA,EXCLUDED,2.8080,100,4.9190,100,3.3300,70,9.7000,100,28.3900,100,60.9800,100,850.5600,20
12030,"Hindustan Aeronautics Ltd",HAL,"Aerospace & Defence",74.07,BUY,455.13,6.1141,60,15.6134,95,18.2039,95,18.8809,85,NA,EXCLUDED,-1.3675,EXCLUDED,1.0045,80,134.2006,70,NA,EXCLUDED,NA,EXCLUDED,9.5520,100,12.8220,100,6.3500,100,13.5900,100,28.9800,100,69.4200,70,897.2700,20
40942,"Avenue Supermarts Ltd",DMART,"Retail",72.57,BUY,7.46,32.0725,100,35.6864,100,39.4636,100,18.5761,85,0.5899,40,35.1818,100,0.1494,95,162.0464,50,NA,EXCLUDED,NA,EXCLUDED,2.0370,100,8.6970,100,4.7300,70,9.6200,100,26.9900,100,59.0900,100,690.8700,30
93,"Britannia Industries Ltd",BRITANNIA,"FMCG",72.38,BUY,32.01,9.0097,70,19.6859,95,19.7925,95,42.6626,100,-4.6199,30,11.2559,80,-0.7352,100,128.5614,70,NA,EXCLUDED,NA,EXCLUDED,1.7790,100,0.5110,50,1.4100,70,-0.4600,30,-0.5600,30,54.0200,100,428.4400,20
4325,"Sun Pharmaceutical Industries Ltd",SUNPHARMA,"Pharmaceuticals",71.96,BUY,155.19,12.6372,80,-0.0477,EXCLUDED,-5.6222,EXCLUDED,16.0054,85,8.8190,70,4.6252,45,-0.2618,100,114.1656,75,NA,EXCLUDED,NA,EXCLUDED,2.3300,100,NA,EXCLUDED,2.1800,70,4.3900,70,16.0500,100,56.4900,100,-290.5800,30
24951,"UltraTech Cement Ltd",ULTRACEMCO,"Cement",71.68,BUY,55.81,12.6797,80,14.8202,80,10.1599,70,11.5492,65,2.1069,50,0.8933,45,1.8484,75,100.5658,80,NA,EXCLUDED,NA,EXCLUDED,1.7730,100,-1.9100,10,4.0800,70,10.6800,100,32.4400,100,63.3300,100,460.5200,30
1016,"Titan Company Ltd",TITAN,"Diamond, Gems and Jewellery",71.21,BUY,108.68,11.5489,70,15.3240,95,13.8920,80,24.1006,95,NA,EXCLUDED,68.0281,100,1.3821,80,158.3226,60,NA,EXCLUDED,NA,EXCLUDED,9.6560,100,55.4120,100,0.7100,30,0.8100,30,13.1000,100,51.0000,100,634.9400,30
40279,"Indus Towers Ltd",INDUSTOWER,"Telecom Equipment & Infra Services",71.20,BUY,25.43,-7.5889,20,-3.4782,EXCLUDED,0.5958,40,14.7869,75,-5.2316,20,25.9190,100,-1.8390,100,72.6748,90,NA,EXCLUDED,NA,EXCLUDED,NA,EXCLUDED,NA,EXCLUDED,0.1800,30,3.6900,70,14.3300,100,51.6900,100,606.3900,0
