Label,Value,Decimals,UnitId,Description,Key
ScripCode,532540,0,,Scrip code,ScripCode
Symbol,TCS,0,,Symbol,Symbol
MSEISymbol,Notlisted,0,,MSEI symbol,MSEISymbolMseiSymbol
ISIN,INE467B01029,0,,ISIN,ISINIsin
NameOfTheCompany,Tata Consultancy Services Limited,0,,Name of the company,NameOfTheCompany
DateOfStartOfFinancialYear,2024-04-01,0,,Date of start of financial year,DateOfStartOfFinancialYear
DateOfEndOfFinancialYear,2025-03-31,0,,Date of end of financial year,DateOfEndOfFinancialYear
ReportingQuarter,Third quarter,0,,Reporting quarter,ReportingQuarter
DateOfStartOfReportingPeriod,2024-10-01,0,,Date of start of reporting period,DateOfStartOfReportingPeriod
DateOfEndOfReportingPeriod,2024-12-31,0,,Date of end of reporting period,DateOfEndOfReportingPeriod
NatureOfReportStandaloneConsolidated,Standalone,0,,Nature of report standalone consolidated,NatureOfReportStandaloneConsolidated
AccountReceivableTurnoverRatio,4.5281,-7,INR,Account Receivable Turnover Ratio,AccountReceivableTurnoverRatio
AccountReceivableDays,80.6076,-7,INR,Account Receivable Days,AccountReceivableDays
AccrualRatio,-0.0023,-7,INR,AccrualRatio,AccrualRatio
AssetTurnoverRatio,0,4,INR,Asset Turnover Ratio,AssetTurnoverRatio
AssetToShareholdersEquity,1.6798,-7,INR,Asset to Shareholders Equity,AssetToShareholdersEquity
CashEps,35.7928,0,INRPerShare,Cash Eps,CashEps
CfoDebtRatio,0,-7,INR,Cash Flow from Operation to Debt Ratio,CfoDebtRatio
CFROA,0.3231,-7,INR,Cash Flow Return on Assets,CFROA
CashRatio,0.0846,-7,INR,Cash Ratio,CashRatio
CashTurnoverRatio,57.528,-7,INR,Cash Turnover Ratio,CashTurnoverRatio
CurrentRatio,2.2043,-7,INR,Current Ratio,CurrentRatio
DaysinWorkingCapital,90.2906,-7,INR,Days in Working Capital,DaysinWorkingCapital
DebtAssetsRatio,0,-7,INR,Debt Assets Ratio,DebtAssetsRatio
DebtCapitalRatio,0,-7,INR,Debt Capital Ratio,DebtCapitalRatio
DebtEbitdaRatio,0,-7,INR,Debt EBITDA Ratio,DebtEbitdaRatio
DebtEquityRatio,0,-7,INR,Debt Equity Ratio,DebtEquityRatio
DividendCoverageRatio,1.7201,0,INRPerShare,Dividend Coverage Ratio,DividendCoverageRatio
DividendPayoutRatio,57.7079,-7,INR,Dividend Payout Ratio,DividendPayoutRatio
EarningsYield,0.0326,4,INR,Earnings Yield,EarningsYield
EBITDA,168450000000,-7,INR,Earnings before Interest'| Taxes'| Depreciation and Amortization,EBITDA
EbitdaMargin,0.3008,-7,INR,EBITDA Marging,EbitdaMargin
MarketCap,14831864000000,4,INR,Market Capital,MarketCap
EnterpriseValue,14795424000000,4,INR,Enterprise Value,EnterpriseValue
EnterpriseValueEbitdaRatio,87.8327,4,INR,Enterprise Value EBITDA Ratio,EnterpriseValueEbitdaRatio
EnterpriseValueRevenueRatio,26.4199,4,INR,Enterprise Value Revenue Ratio,EnterpriseValueRevenueRatio
EPS,32.71,4,INR,EPS,EPS
FreeCashFlowToRevenue,0.2091,-7,INR,Free Cash Flow To Revenue,FreeCashFlowToRevenue
InterestCoverage,74.5024,-7,INR,Interest Coverage,InterestCoverage
InventoryTurnoverRatio,0,4,INR,Inventory Turnover Ratio,InventoryTurnoverRatio
InventoryDay,0,4,INR,Inventory Day,InventoryDay
MarketCapSalesRatio,27.5261,-7,INR,Market Capitalization Sales Ratio,MarketCapSalesRatio
NetMargin,0.2113,-7,INR,Net Margin,NetMargin
OperatingCycleRatio,80.6076,4,INR,Operating Cycle Ratio,OperatingCycleRatio
OperatingExpensesRatio,74.3229,-7,INR,Operating Expenses Ratio,OperatingExpensesRatio
OperatingMargin,0.2826,-7,INR,Operating Margin,OperatingMargin
PeRatio,30.6723,4,INR,PE Ratio,PeRatio
BookValuePerShare,199.2265,0,INRPerShare,Book value per share,BookValuePerShare
PriceBookValue,20.5655,0,INRPerShare,Price to Book value,PriceBookValue
PriceSalesRatio,27.5261,-7,INR,Price Sales Ratio,PriceSalesRatio
PriceCashFlowOperationRatio,37.8925,-7,INR,Price Cash Flow Operation Ratio,PriceCashFlowOperationRatio
QuickRatio,1.7673,-7,INR,Quick Ratio,QuickRatio
ROA,0.4755,-7,INR,ROA,ROA
EBIT,157200000000,-7,INR,Earnings Before Interest and Taxes,EBIT
ROCE,0.2013,-7,INR,ROCE,ROCE
ROE,0.604,-7,INR,Return on Equity,ROE
ROIC,0.2221,-7,INR,Return on Equity,ROIC
