Symbol,ScripCode,FillingDate,MeetingDate,TradeDate,CompanyName,FileStatus,HeadLine,NewsSubject,AttachmentName,NewsBody,Descriptor,CriticalNews,AnnounceType,MeetingType,DescriptorId,AttachmentUrl,FileName,ReceivedAt,FileReceivedAt,SavedAt
SBIN,500112,2025-2-28 18:06:13,0001-1-01 00:00:00,2025-2-28 18:06:13,STATE BANK OF INDIA,N,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome,deaa3188-7820-4ee7-ae94-60e93f8fc79d.pdf,Investor interaction arranged by CLSA,Analyst / Investor Meet,0,General_Announcements,,80,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=deaa3188-7820-4ee7-ae94-60e93f8fc79d.pdf,SBIN_General_Announcements_80_28022025.pdf,2025-2-28 18:07:02,,2025-2-28 18:07:02
