sector,stock_name,symbol,overall_score,return_pct,score_rank,return_rank,rank_deviation,rank_deviation_pct,bucket
"Auto Ancillaries","Kinetic Engineering Ltd",KINETICENG,61.03,-25.77,57,84,27,27.55,"Rest"
"Auto Ancillaries","Exide Industries Ltd",EXIDEIND,60.79,-14.69,58,70,12,12.24,"Within 25%"
"Auto Ancillaries","Steel Strips Wheels Ltd",SSWL,60.77,1.89,59,35,24,24.49,"Within 25%"
"Auto Ancillaries","Banco Products (India) Ltd",BANCOINDIA,60.54,10.16,60,26,34,34.69,"Rest"
"Auto Ancillaries","S J S Enterprises Ltd",SJS,60.53,33.51,61,14,47,47.96,"Rest"
"Auto Ancillaries","SAL Automotive Ltd",539353,60.21,-18.22,62,74,12,12.24,"Within 25%"
"Auto Ancillaries","Craftsman Automation Ltd",CRAFTSMAN,60.10,14.43,63,23,40,40.82,"Rest"
"Auto Ancillaries","Akar Auto Industries Ltd",530621,60.03,-44.65,64,96,32,32.65,"Rest"
"Auto Ancillaries","NDR Auto Components Ltd",NDRAUTO,59.98,-25.18,65,83,18,18.37,"Within 25%"
"Auto Ancillaries","Lumax Auto Technologies Ltd",LUMAXTECH,59.70,51.31,66,6,60,61.22,"Rest"
"Auto Ancillaries","Talbros Automotive Components Ltd",TALBROAUTO,59.48,-1.15,67,41,26,26.53,"Rest"
"Auto Ancillaries","Divgi Torqtransfer Systems Ltd",DIVGIITTS,59.15,6.11,68,30,38,38.78,"Rest"
"Auto Ancillaries","Menon Bearings Ltd",MENONBE,58.33,-9.26,69,61,8,8.16,"Within 10%"
"Auto Ancillaries","JBM Auto Ltd",JBMA,58.18,-12.79,70,67,3,3.06,"Within 10%"
"Auto Ancillaries","Automobile Corporation Of Goa Ltd",AUTOCORP,57.87,-19.59,71,76,5,5.1,"Within 10%"
"Auto Ancillaries","PAE Ltd",PAEL,57.49,167.61,72,1,71,72.45,"Rest"
"Auto Ancillaries","Rico Auto Industries Ltd",RICOAUTO,56.11,38.73,73,12,61,62.24,"Rest"
"Auto Ancillaries","Sundaram Brake Linings Ltd",SUNDRMBRAK,56.10,-15.74,74,72,2,2.04,"Within 10%"
"Auto Ancillaries","Him Teknoforge Ltd",505712,55.66,1.49,75,36,39,39.8,"Rest"
"Auto Ancillaries","G S Auto International Ltd",513059,55.15,-7.33,76,55,21,21.43,"Within 25%"
"Auto Ancillaries","Remsons Industries Ltd",REMSONSIND,54.73,-8.90,77,58,19,19.39,"Within 25%"
"Auto Ancillaries","Sizemasters Technology Ltd",513496,54.20,99.85,78,2,76,77.55,"Rest"
"Auto Ancillaries","Sar Auto Products Ltd",538992,53.58,-2.55,79,44,35,35.71,"Rest"
"Auto Ancillaries","Jay Bharat Maruti Ltd",JAYBARMARU,52.87,25.10,80,17,63,64.29,"Rest"
"Auto Ancillaries","Munjal Showa Ltd",MUNJALSHOW,52.19,-6.78,81,51,30,30.61,"Rest"
"Auto Ancillaries","The Hi-Tech Gears Ltd",HITECHGEAR,52.00,-4.55,82,47,35,35.71,"Rest"
"Auto Ancillaries","Samkrg Pistons & Rings Ltd",520075,51.21,-6.69,83,50,33,33.67,"Rest"
"Auto Ancillaries","Rasandik Engineering Industries India Ltd",522207,50.94,-31.25,84,93.5,9.5,9.69,"Within 10%"
"Auto Ancillaries","Bharat Gears Ltd",BHARATGEAR,50.83,14.51,85,22,63,64.29,"Rest"
"Auto Ancillaries","Kranti Industries Ltd",542459,49.99,-28.42,86,89,3,3.06,"Within 10%"
"Auto Ancillaries","Jainex Aamcol Ltd",505212,49.71,-23.22,87,79,8,8.16,"Within 10%"
"Auto Ancillaries","Omax Autos Ltd",OMAXAUTO,49.69,-29.72,88,90,2,2.04,"Within 10%"
"Auto Ancillaries","Z F Steering Gear (India) Ltd",ZFSTEERING,49.23,-27.90,89,87,2,2.04,"Within 10%"
"Auto Ancillaries","Auto Pins (India) Ltd",531994,47.81,-29.80,90,91,1,1.02,"Within 10%"
"Auto Ancillaries","Munjal Auto Industries Ltd",MUNJALAU,47.38,-3.43,91,45,46,46.94,"Rest"
"Auto Ancillaries","Porwal Auto Components Ltd",532933,46.54,-10.61,92,63,29,29.59,"Rest"
"Auto Ancillaries","IP Rings Ltd",IPRINGLTD,45.96,-26.41,93,85,8,8.16,"Within 10%"
"Auto Ancillaries","Sibar Auto Parts Ltd",520141,45.89,-24.56,94,81.5,12.5,12.76,"Within 25%"
"Auto Ancillaries","Precision Camshafts Ltd",PRECAM,44.30,-23.92,95,80,15,15.31,"Within 25%"
"Auto Ancillaries","Triton Valves Ltd",505978,41.04,26.50,96,15,81,82.65,"Rest"
"Auto Ancillaries","Shivam Autotech Ltd",SHIVAMAUTO,39.15,-31.30,97,95,2,2.04,"Within 10%"
"Auto Ancillaries","Setco Automotive Ltd",SETCO,30.79,2.26,98,34,64,65.31,"Rest"
"Automobile","Wardwizard Innovations & Mobility Ltd",538970,82.37,-49.29,1,19,18,94.74,"Rest"
"Automobile","Maruti Suzuki India Ltd",MARUTI,81.48,4.94,2,10,8,42.11,"Rest"
"Automobile","Eicher Motors Ltd",EICHERMOT,78.77,35.21,3,2,1,5.26,"Within 10%"
"Automobile","Bajaj Auto Ltd",BAJAJ-AUTO,76.26,16.39,4,5,1,5.26,"Within 10%"
"Automobile","Ashok Leyland Ltd",ASHOKLEY,75.89,61.45,5,1,4,21.05,"Within 25%"
"Automobile","Tata Motors Passenger Vehicles Ltd",TMPV,71.43,-7.25,6,13,7,36.84,"Rest"
"Automobile","Hero MotoCorp Ltd",HEROMOTOCO,70.57,14.80,7,6,1,5.26,"Within 10%"
"Automobile","TVS Motor Company Ltd",TVSMOTOR,68.49,19.32,8,4,4,21.05,"Within 25%"
"Automobile","Mahindra & Mahindra Ltd",M&M,67.95,2.61,9,11,2,10.53,"Within 25%"
"Automobile","Escorts Kubota Ltd",ESCORTS,63.71,0.78,10,12,2,10.53,"Within 25%"
"Automobile","Hindustan Motors Ltd",HINDMOTORS,63.06,-29.35,11,14,3,15.79,"Within 25%"
"Automobile","Olectra Greentech Ltd",OLECTRA,62.81,-34.91,12,17,5,26.32,"Rest"
"Automobile","Force Motors Ltd",FORCEMOT,59.40,25.01,13,3,10,52.63,"Rest"
"Automobile","Azad India Mobility Ltd",504731,56.90,-34.48,14,16,2,10.53,"Within 25%"
"Automobile","Atul Auto Ltd",ATULAUTO,55.45,7.05,15,9,6,31.58,"Rest"
"Automobile","Urja Global Ltd",URJA,52.18,-31.32,16,15,1,5.26,"Within 10%"
"Automobile","VST Tillers Tractors Ltd",VSTTILLERS,52.03,10.20,17,7,10,52.63,"Rest"
"Automobile","SML Mahindra Ltd",SMLMAH,48.09,8.33,18,8,10,52.63,"Rest"
"Automobile","Mercury EV-Tech Ltd",531357,46.98,-35.00,19,18,1,5.26,"Within 10%"
"Bearings","Timken India Ltd",TIMKEN,76.66,10.79,1,2,1,10,"Within 10%"
"Bearings","SKF India Ltd",SKFINDIA,75.96,-12.08,2,6,4,40,"Rest"
"Bearings","SNL Bearings Ltd",505827,67.70,-4.74,3,4,1,10,"Within 10%"
"Bearings","Schaeffler India Ltd",SCHAEFFLER,65.35,8.15,4,3,1,10,"Within 10%"
"Bearings","NRB Industrial Bearings Ltd",NIBL,65.28,19.31,5,1,4,40,"Rest"
"Bearings","Galaxy Bearings Ltd",526073,63.13,-47.93,6,10,4,40,"Rest"
"Bearings","NRB Bearings Ltd",NRBBEARING,61.89,-8.66,7,5,2,20,"Within 25%"
"Bearings","Bimetal Bearings Ltd",BIMETAL,60.79,-13.25,8,7,1,10,"Within 10%"
"Bearings","Austin Engineering Company Ltd",522005,59.34,-40.74,9,9,0,0,"Exact Match"
"Bearings","Vishal Bearings Ltd",539398,55.18,-23.37,10,8,2,20,"Within 25%"
"Cables","Ultracab (India) Ltd",538706,83.25,-24.41,1,14,13,65,"Rest"
"Cables","Jigar Cables Ltd",540651,82.43,-5.93,2,9,7,35,"Rest"
"Cables","R R Kabel Ltd",RRKABEL,74.86,23.95,3,4,1,5,"Within 10%"
"Cables","Finolex Cables Ltd",FINCABLES,72.76,-2.74,4,6,2,10,"Within 10%"
"Cables","Paramount Communications Ltd",PARACABLES,71.88,-29.70,5,16,11,55,"Rest"
"Cables","Dynamic Cables Ltd",DYCL,68.45,-38.63,6,19,13,65,"Rest"
"Cables","KEI Industries Ltd",KEI,68.27,24.99,7,3,4,20,"Within 25%"
"Cables","Polycab India Ltd",POLYCAB,68.21,17.56,8,5,3,15,"Within 25%"
"Cables","Advait Energy Transitions Limited",ADVAIT,62.96,-11.04,9,12,3,15,"Within 25%"
"Cables","Universal Cables Ltd",UNIVCABLES,60.37,-5.41,10,8,2,10,"Within 10%"
"Cables","Plaza Wires Ltd",PLAZACABLE,59.15,-31.07,11,17,6,30,"Rest"
"Cables","Delton Cables Ltd",504240,54.23,-25.81,12,15,3,15,"Within 25%"
"Cables","Relicab Cable Manufacturing Ltd",539760,53.68,-47.43,13,20,7,35,"Rest"
"Cables","Birla Cable Ltd",BIRLACABLE,53.27,-14.16,14,13,1,5,"Within 10%"
"Cables","Cybele Industries Ltd",531472,48.09,76.52,15,1,14,70,"Rest"
"Cables","Cords Cable Industries Ltd",CORDSCABLE,47.04,-7.44,16,11,5,25,"Within 25%"
"Cables","Diamond Power Infrastructure Ltd",DIACABS,42.96,-6.92,17,10,7,35,"Rest"
"Cables","Sterlite Technologies Ltd",STLTECH,41.86,27.61,18,2,16,80,"Rest"
"Cables","SGN Telecoms Ltd",531812,35.01,-4.48,19,7,12,60,"Rest"
"Cables","Aksh Optifibre Ltd",AKSHOPTFBR,30.96,-36.54,20,18,2,10,"Within 10%"
"Capital Goods - Electrical Equipment","ABB India Ltd",ABB,76.14,21.83,1,8,7,11.29,"Within 25%"
"Capital Goods - Electrical Equipment","Siemens Ltd",SIEMENS,72.50,5.62,2,12,10,16.13,"Within 25%"
"Capital Goods - Electrical Equipment","Sparc Electrex Ltd",531370,71.09,-34.74,3,52,49,79.03,"Rest"
"Capital Goods - Electrical Equipment","Thermax Ltd",THERMAX,71.02,-2.34,4,16,12,19.35,"Within 25%"
"Capital Goods - Electrical Equipment","V-Guard Industries Ltd",VGUARD,70.98,-15.97,5,26,21,33.87,"Rest"
"Capital Goods - Electrical Equipment","Triveni Turbine Ltd",TRITURBINE,69.11,-7.46,6,20,14,22.58,"Within 25%"
"Capital Goods - Electrical Equipment","Veto Switchgears & Cables Ltd",VETO,68.95,-7.40,7,19,12,19.35,"Within 25%"
"Capital Goods - Electrical Equipment","Jyoti Structures Ltd",JYOTISTRUC,68.37,-23.47,8,35,27,43.55,"Rest"
"Capital Goods - Electrical Equipment","Power & Instrumentation (Gujarat) Ltd",PIGL,68.30,-25.70,9,40,31,50,"Rest"
"Capital Goods - Electrical Equipment","Hitachi Energy India Ltd",POWERINDIA,67.55,25.73,10,7,3,4.84,"Within 10%"
"Capital Goods - Electrical Equipment","Rishabh Instruments Ltd",RISHABH,67.30,-1.62,11,15,4,6.45,"Within 10%"
"Capital Goods - Electrical Equipment","Apar Industries Ltd",APARINDS,65.56,29.00,12.5,6,6.5,10.48,"Within 25%"
"Capital Goods - Electrical Equipment","Concord Control Systems Ltd",543619,65.56,85.90,12.5,2,10.5,16.94,"Within 25%"
"Capital Goods - Electrical Equipment","Websol Energy System Ltd",WEBELSOLAR,65.18,-57.00,14,62,48,77.42,"Rest"
"Capital Goods - Electrical Equipment","Permanent Magnets Ltd",PERMAGNET,64.60,-21.94,15,32,17,27.42,"Rest"
"Capital Goods - Electrical Equipment","Voltamp Transformers Ltd",VOLTAMP,64.44,6.18,16,11,5,8.06,"Within 10%"
"Capital Goods - Electrical Equipment","Igarashi Motors India Ltd",IGARASHI,64.01,-28.51,17,45,28,45.16,"Rest"
"Capital Goods - Electrical Equipment","Rexnord Electronics & Controls Ltd",531888,63.81,-36.36,18,53,35,56.45,"Rest"
"Capital Goods - Electrical Equipment","TD Power Systems Ltd",TDPOWERSYS,62.88,69.56,19,3,16,25.81,"Rest"
"Capital Goods - Electrical Equipment","Shilchar Technologies Ltd",SHILCTECH,62.16,-22.35,20,33,13,20.97,"Within 25%"
"Capital Goods - Electrical Equipment","Jyoti Ltd",504076,61.69,-37.97,21,55,34,54.84,"Rest"
"Capital Goods - Electrical Equipment","Kaycee Industries Ltd",504084,60.95,-39.07,22,57,35,56.45,"Rest"
"Capital Goods - Electrical Equipment","Transformers & Rectifiers India Ltd",TARIL,60.58,-40.62,23,58,35,56.45,"Rest"
"Capital Goods - Electrical Equipment","Amba Enterprises Ltd",539196,60.37,-6.18,24,18,6,9.68,"Within 10%"
"Capital Goods - Electrical Equipment","GE Vernova T&D India Ltd",GVT&D,60.34,37.74,25,4,21,33.87,"Rest"
"Capital Goods - Electrical Equipment","Axtel Industries Ltd",523850,60.21,-20.90,26,31,5,8.06,"Within 10%"
"Capital Goods - Electrical Equipment","RMC Switchgears Ltd",540358,60.15,-48.82,27,59,32,51.61,"Rest"
"Capital Goods - Electrical Equipment","Artemis Electricals & Projects Ltd",542670,60.12,-31.33,28,49,21,33.87,"Rest"
"Capital Goods - Electrical Equipment","HPL Electric & Power Ltd",HPL,59.97,-29.37,29,46,17,27.42,"Rest"
"Capital Goods - Electrical Equipment","Exicom Tele-Systems Ltd",EXICOM,59.95,-33.75,30,50,20,32.26,"Rest"
"Capital Goods - Electrical Equipment","CG Power & Industrial Solutions Ltd",CGPOWER,59.71,4.97,31,13,18,29.03,"Rest"
"Capital Goods - Electrical Equipment","Indo Tech Transformers Ltd",INDOTECH,59.65,-16.52,32,27,5,8.06,"Within 10%"
"Capital Goods - Electrical Equipment","Cospower Engineering Ltd",543172,59.24,30.04,33,5,28,45.16,"Rest"
"Capital Goods - Electrical Equipment","KPT Industries Ltd",505299,57.95,-23.70,34,38,4,6.45,"Within 10%"
"Capital Goods - Electrical Equipment","Taylormade Renewables Ltd",541228,57.73,-50.65,35,60,25,40.32,"Rest"
"Capital Goods - Electrical Equipment","Salzer Electronics Ltd",SALZERELEC,57.37,-20.78,36,30,6,9.68,"Within 10%"
"Capital Goods - Electrical Equipment","Bharat Bijlee Ltd",BBL,56.93,-13.32,37,23,14,22.58,"Within 25%"
"Capital Goods - Electrical Equipment","Honda India Power Products Ltd",HONDAPOWER,55.37,-25.34,38,39,1,1.61,"Within 10%"
"Capital Goods - Electrical Equipment","Hindusthan Urban Infrastructure Ltd",539984,54.20,-3.99,39,17,22,35.48,"Rest"
"Capital Goods - Electrical Equipment","Ravindra Energy Ltd",RELTD,53.38,0.98,40,14,26,41.94,"Rest"
"Capital Goods - Electrical Equipment","Lakshmi Electrical Control Systems Ltd",LAKSELECON,53.16,-20.11,41,29,12,19.35,"Within 25%"
"Capital Goods - Electrical Equipment","Indosolar Ltd",WAAREEINDO,52.21,-8.71,42,21,21,33.87,"Rest"
"Capital Goods - Electrical Equipment","Modern Insulators Ltd",MODINSULAT,52.12,122.61,43,1,42,67.74,"Rest"
"Capital Goods - Electrical Equipment","Swelect Energy Systems Ltd",SWELECTES,51.38,-30.13,44,47,3,4.84,"Within 10%"
"Capital Goods - Electrical Equipment","Modison Ltd",MODISONLTD,51.09,-13.45,45,24,21,33.87,"Rest"
"Capital Goods - Electrical Equipment","Star Delta Transformers Ltd",539255,49.75,-13.95,46,25,21,33.87,"Rest"
"Capital Goods - Electrical Equipment","Dhanashree Electronics Ltd",542679,48.93,-23.48,47,36,11,17.74,"Within 25%"
"Capital Goods - Electrical Equipment","Epic Energy Ltd",530407,47.80,-31.06,48,48,0,0,"Exact Match"
"Capital Goods - Electrical Equipment","Suzlon Energy Ltd",SUZLON,47.37,-26.17,49,41,8,12.9,"Within 25%"
"Capital Goods - Electrical Equipment","Alfa Transformers Ltd",517546,45.91,-36.60,50,54,4,6.45,"Within 10%"
"Capital Goods - Electrical Equipment","Aartech Solonics Ltd",AARTECH,44.71,-28.05,51,44,7,11.29,"Within 25%"
"Capital Goods - Electrical Equipment","JSL Industries Ltd",504080,44.56,-23.49,52,37,15,24.19,"Within 25%"
"Capital Goods - Electrical Equipment","Insolation Energy Ltd",543620,44.23,-56.12,53,61,8,12.9,"Within 25%"
"Capital Goods - Electrical Equipment","Integra Switchgear Ltd",517423,44.04,-10.53,54,22,32,51.61,"Rest"
"Capital Goods - Electrical Equipment","Inox Wind Ltd",INOXWIND,43.86,-33.95,55,51,4,6.45,"Within 10%"
"Capital Goods - Electrical Equipment","S & S Power Switchgear Ltd",S&SPOWER,41.93,-17.13,56,28,28,45.16,"Rest"
"Capital Goods - Electrical Equipment","Kirloskar Electric Company Ltd",KECL,41.57,-26.40,57,42,15,24.19,"Within 25%"
"Capital Goods - Electrical Equipment","Bharat Heavy Electricals Ltd",BHEL,41.20,19.79,58,9,49,79.03,"Rest"
"Capital Goods - Electrical Equipment","Surana Solar Ltd",SURANASOL,39.91,-27.63,59,43,16,25.81,"Rest"
"Capital Goods - Electrical Equipment","RTS Power Corporation Ltd",531215,38.80,-23.22,60,34,26,41.94,"Rest"
"Capital Goods - Electrical Equipment","Advance Metering Technology Ltd",AMTL,34.53,-38.41,61,56,5,8.06,"Within 10%"
"Capital Goods - Electrical Equipment","Tarapur Transformers Ltd",TARAPUR,32.16,8.89,62,10,52,83.87,"Rest"
"Capital Goods-Non Electrical Equipment","Quest Flow Controls Ltd",543982,86.43,-38.41,1,93,92,92,"Rest"
"Capital Goods-Non Electrical Equipment","Tube Investments of India Ltd",TIINDIA,84.54,-14.76,2,39,37,37,"Rest"
"Capital Goods-Non Electrical Equipment","Alphalogic Industries Ltd",543937,80.80,7.44,3,15,12,12,"Within 25%"
"Capital Goods-Non Electrical Equipment","Esab India Ltd",ESABINDIA,79.82,1.24,4,19,15,15,"Within 25%"
"Capital Goods-Non Electrical Equipment","Wendt India Ltd",WENDT,79.63,-33.54,5,81,76,76,"Rest"
"Capital Goods-Non Electrical Equipment","Grindwell Norton Ltd",GRINDWELL,78.35,5.72,6,16,10,10,"Within 10%"
"Capital Goods-Non Electrical Equipment","DHP India Ltd",531306,78.09,-23.46,7,59,52,52,"Rest"
"Capital Goods-Non Electrical Equipment","Carborundum Universal Ltd",CARBORUNIV,77.52,-10.02,8,28,20,20,"Within 25%"
"Capital Goods-Non Electrical Equipment","Elgi Equipments Ltd",ELGIEQUIP,76.69,9.11,9,13,4,4,"Within 10%"
"Capital Goods-Non Electrical Equipment","Praj Industries Ltd",PRAJIND,76.57,-26.02,10,65,55,55,"Rest"
"Capital Goods-Non Electrical Equipment","Action Construction Equipment Ltd",ACE,75.32,-11.61,11,33,22,22,"Within 25%"
"Capital Goods-Non Electrical Equipment","Shanthi Gears Ltd",SHANTIGEAR,74.89,-21.14,12,53,41,41,"Rest"
"Capital Goods-Non Electrical Equipment","Greaves Cotton Ltd",GREAVESCOT,74.62,-26.92,13,70,57,57,"Rest"
"Capital Goods-Non Electrical Equipment","Ratnamani Metals & Tubes Ltd",RATNAMANI,73.87,0.07,14,20,6,6,"Within 10%"
"Capital Goods-Non Electrical Equipment","Kabra Extrusion Technik Ltd",KABRAEXTRU,73.52,4.58,15,18,3,3,"Within 10%"
"Capital Goods-Non Electrical Equipment","Meera Industries Ltd",540519,72.80,-3.48,16,21,5,5,"Within 10%"
"Capital Goods-Non Electrical Equipment","Atam Valves Ltd",ATAM,71.38,-31.92,17,80,63,63,"Rest"
"Capital Goods-Non Electrical Equipment","APL Apollo Tubes Ltd",APLAPOLLO,70.52,35.32,18,6,12,12,"Within 25%"
"Capital Goods-Non Electrical Equipment","Disa India Ltd",GEORGFISCH,70.37,-13.41,19,37,18,18,"Within 25%"
"Capital Goods-Non Electrical Equipment","Shri Balaji Valve Components Ltd",544074,69.73,-31.10,20,77,57,57,"Rest"
"Capital Goods-Non Electrical Equipment","Jyoti CNC Automation Ltd",JYOTICNC,69.53,-12.08,21,34,13,13,"Within 25%"
"Capital Goods-Non Electrical Equipment","Kirloskar Pneumatic Company Ltd",KIRLPNU,69.46,-11.29,22,32,10,10,"Within 10%"
"Capital Goods-Non Electrical Equipment","Cummins India Ltd",CUMMINSIND,68.95,25.60,23,8,15,15,"Within 25%"
"Capital Goods-Non Electrical Equipment","Ingersoll-Rand (India) Ltd",INGERRAND,68.04,4.60,24,17,7,7,"Within 10%"
"Capital Goods-Non Electrical Equipment","Swaraj Engines Ltd",SWARAJENG,67.91,-13.99,25,38,13,13,"Within 25%"
"Capital Goods-Non Electrical Equipment","Patels Airtemp (India) Ltd",517417,67.16,-35.15,26,85,59,59,"Rest"
"Capital Goods-Non Electrical Equipment","Graphite India Ltd",GRAPHITE,67.00,34.20,27,7,20,20,"Within 25%"
"Capital Goods-Non Electrical Equipment","Chemtech Industrial Valves Ltd",537326,66.57,-39.40,28,96,68,68,"Rest"
"Capital Goods-Non Electrical Equipment","Rolcon Engineering Company Ltd",505807,65.42,-33.92,29,83,54,54,"Rest"
"Capital Goods-Non Electrical Equipment","Integra Engineering India Ltd",505358,64.90,-31.45,30,79,49,49,"Rest"
"Capital Goods-Non Electrical Equipment","Kirloskar Oil Engines Ltd",KIRLOSENG,64.27,48.22,31,5,26,26,"Rest"
"Capital Goods-Non Electrical Equipment","Fluidomat Ltd",522017,64.07,-39.86,32,97,65,65,"Rest"
"Capital Goods-Non Electrical Equipment","Pitti Engineering Ltd",PITTIENG,63.87,-6.84,33,23,10,10,"Within 10%"
"Capital Goods-Non Electrical Equipment","ITL Industries Ltd",522183,62.90,-21.62,34,55,21,21,"Within 25%"
"Capital Goods-Non Electrical Equipment","Yuken India Ltd",YUKEN,62.62,-26.34,35,67,32,32,"Rest"
"Capital Goods-Non Electrical Equipment","Ador Welding Ltd",ADOR,62.33,14.56,36,11,25,25,"Within 25%"
"Capital Goods-Non Electrical Equipment","International Combustion (India) Ltd",505737,62.02,-37.54,37,90,53,53,"Rest"
"Capital Goods-Non Electrical Equipment","Rajoo Engineers Ltd",RAJOOENG,61.86,-40.27,38,98,60,60,"Rest"
"Capital Goods-Non Electrical Equipment","Shakti Pumps (India) Ltd",SHAKTIPUMP,61.12,-37.68,39,91,52,52,"Rest"
"Capital Goods-Non Electrical Equipment","Eimco Elecon (India) Ltd",EIMCOELECO,61.08,-28.55,40,73,33,33,"Rest"
"Capital Goods-Non Electrical Equipment","Titagarh Rail Systems Ltd",TITAGARH,60.78,-16.20,41,40,1,1,"Within 10%"
"Capital Goods-Non Electrical Equipment","Jupiter Wagons Ltd",JWL,60.49,-18.44,42,44,2,2,"Within 10%"
"Capital Goods-Non Electrical Equipment","Jindal Saw Ltd",JINDALSAW,60.32,-7.33,43,24,19,19,"Within 25%"
"Capital Goods-Non Electrical Equipment","Panasonic Carbon India Company Ltd",PANCARBON,60.19,-6.16,44,22,22,22,"Within 25%"
"Capital Goods-Non Electrical Equipment","Stovec Industries Ltd",504959,60.12,-21.02,45,52,7,7,"Within 10%"
"Capital Goods-Non Electrical Equipment","Elecon Engineering Company Ltd",ELECON,59.83,-23.94,46,62,16,16,"Within 25%"
"Capital Goods-Non Electrical Equipment","Veljan Denison Ltd",505232,59.71,-20.15,47,48,1,1,"Within 10%"
"Capital Goods-Non Electrical Equipment","KSB Ltd",KSB,59.60,-10.93,48,31,17,17,"Within 25%"
"Capital Goods-Non Electrical Equipment","TRF Ltd",TRF,59.22,-16.75,49,41,8,8,"Within 10%"
"Capital Goods-Non Electrical Equipment","Maharashtra Seamless Ltd",MAHSEAMLES,59.10,-18.42,50,43,7,7,"Within 10%"
"Capital Goods-Non Electrical Equipment","Texmaco Rail & Engineering Ltd",TEXRAIL,58.93,-26.03,51,66,15,15,"Within 25%"
"Capital Goods-Non Electrical Equipment","Lloyds Engineering Works Ltd",LLOYDSENGG,58.70,-28.48,52,72,20,20,"Within 25%"
"Capital Goods-Non Electrical Equipment","Kirloskar Brothers Ltd",KIRLOSBROS,58.57,-18.94,53,46,7,7,"Within 10%"
"Capital Goods-Non Electrical Equipment","Hawa Engineers Ltd",539176,58.46,-37.75,54,92,38,38,"Rest"
"Capital Goods-Non Electrical Equipment","Brady & Morris Engineering Company Ltd",505690,58.34,-36.22,55,88,33,33,"Rest"
"Capital Goods-Non Electrical Equipment","Envair Electrodyne Ltd",KIRLOSELEC,58.29,-22.59,56,56,0,0,"Exact Match"
"Capital Goods-Non Electrical Equipment","Cranex Ltd",522001,58.19,-10.06,57,29,28,28,"Rest"
"Capital Goods-Non Electrical Equipment","United Drilling Tools Ltd",UNIDT,58.01,-16.91,58,42,16,16,"Within 25%"
"Capital Goods-Non Electrical Equipment","Bemco Hydraulics Ltd",522650,57.40,-55.61,59.5,100,40.5,40.5,"Rest"
"Capital Goods-Non Electrical Equipment","Welspun Corp Ltd",WELCORP,57.40,-10.49,59.5,30,29.5,29.5,"Rest"
"Capital Goods-Non Electrical Equipment","Kilburn Engineering Ltd",KILBUNENGG,56.96,-12.12,61,35,26,26,"Rest"
"Capital Goods-Non Electrical Equipment","Cenlub Industries Ltd",522251,56.88,-35.38,62,86,24,24,"Within 25%"
"Capital Goods-Non Electrical Equipment","Hittco Tools Ltd",531661,56.50,-20.29,63,50,13,13,"Within 25%"
"Capital Goods-Non Electrical Equipment","Surya Roshni Ltd",SURYAROSNI,56.07,-24.74,64,64,0,0,"Exact Match"
"Capital Goods-Non Electrical Equipment","Rishi Laser Ltd",526861,55.95,-23.82,65.5,61,4.5,4.5,"Within 10%"
"Capital Goods-Non Electrical Equipment","G G Automotive Gears Ltd",531399,55.95,-35.56,65.5,87,21.5,21.5,"Within 25%"
"Capital Goods-Non Electrical Equipment","Axis Solutions Ltd",511144,55.68,600.47,67,1,66,66,"Rest"
"Capital Goods-Non Electrical Equipment","Rasi Electrodes Ltd",531233,55.19,-29.69,68,74,6,6,"Within 10%"
"Capital Goods-Non Electrical Equipment","Josts Engineering Company Ltd",505750,54.18,-26.89,69,69,0,0,"Exact Match"
"Capital Goods-Non Electrical Equipment","Roto Pumps Ltd",ROTO,53.99,-31.22,70,78,8,8,"Within 10%"
"Capital Goods-Non Electrical Equipment","HLE Glascoat Ltd",HLEGLAS,53.74,-39.21,71,95,24,24,"Within 25%"
"Capital Goods-Non Electrical Equipment","Mazda Ltd",MAZDA,53.73,-30.65,72,76,4,4,"Within 10%"
"Capital Goods-Non Electrical Equipment","Ranjeet Mechatronics Ltd",541945,53.43,-50.81,73,99,26,26,"Rest"
"Capital Goods-Non Electrical Equipment","T & I Global Ltd",522294,53.15,8.95,74,14,60,60,"Rest"
"Capital Goods-Non Electrical Equipment","Loyal Equipments Ltd",539227,52.40,-33.56,75,82,7,7,"Within 10%"
"Capital Goods-Non Electrical Equipment","Hindoostan Mills Ltd",509895,51.89,-9.77,76,27,49,49,"Rest"
"Capital Goods-Non Electrical Equipment","DE Nora India Ltd",DENORA,51.67,-26.36,77,68,9,9,"Within 10%"
"Capital Goods-Non Electrical Equipment","GMM Pfaudler Ltd",GMMPFAUDLR,51.38,-19.33,78,47,31,31,"Rest"
"Capital Goods-Non Electrical Equipment","D & H India Ltd",517514,50.96,-23.42,79,58,21,21,"Within 25%"
"Capital Goods-Non Electrical Equipment","Lokesh Machines Ltd",LOKESHMACH,50.87,-18.59,80,45,35,35,"Rest"
"Capital Goods-Non Electrical Equipment","Solitaire Machine Tools Ltd",522152,50.85,-22.66,81,57,24,24,"Within 25%"
"Capital Goods-Non Electrical Equipment","HEG Ltd",HEG,50.01,18.92,82,9,73,73,"Rest"
"Capital Goods-Non Electrical Equipment","Gujarat Apollo Industries Ltd",GUJAPOLLO,48.87,-24.59,83,63,20,20,"Within 25%"
"Capital Goods-Non Electrical Equipment","Birla Precision Technologies Ltd",522105,48.60,-21.21,84,54,30,30,"Rest"
