stock_id,stock_name,symbol,sector,overall_score,verdict,return_pct,Revenue Growth_raw,Revenue Growth_score,EBITDA Growth_raw,EBITDA Growth_score,Earnings (PBT-OI)_raw,Earnings (PBT-OI)_score,ROE_raw,ROE_score,OCF/EBITDA CAGR_raw,OCF/EBITDA CAGR_score,Gross Block_raw,Gross Block_score,Debt/EBITDA_raw,Debt/EBITDA_score,PE vs 5Y_raw,PE vs 5Y_score,PB vs 5Y_raw,PB vs 5Y_score,EV vs 5Y_raw,EV vs 5Y_score,Revenue Multiplier_raw,Revenue Multiplier_score,EBITDA Multiplier_raw,EBITDA Multiplier_score,20-DMA_raw,20-DMA_score,50-DMA_raw,50-DMA_score,200-DMA_raw,200-DMA_score,RSI_raw,RSI_score,VPT_raw,VPT_score
91835,"Cello World Ltd",CELLO,"Trading",84.19,STRONG BUY,-23.33,21.0700,100,16.0464,95,11.1975,70,28.5593,100,NA,EXCLUDED,46.1717,100,-2.1890,100,72.0203,90,66.7466,100,73.4141,90,NA,EXCLUDED,NA,EXCLUDED,-4.3400,20,-7.5300,-10,-16.1500,-10,32.2800,30,91.6800,30
4125,"Welcure Drugs & Pharmaceuticals Ltd",524661,"Pharmaceuticals",84.09,STRONG BUY,-69.44,275.1699,100,166.6427,100,99.5039,100,31.3243,100,NA,EXCLUDED,44.9761,100,44.1477,10,71.4770,90,41.0163,100,672.6559,50,NA,EXCLUDED,NA,EXCLUDED,5.1900,100,5.2300,100,20.4000,100,56.3100,100,1540.4600,100
75453,"Niks Technology Ltd",543282,"IT - Software",83.70,STRONG BUY,-7.52,121.8019,100,26.5986,100,24.0312,100,12.8556,75,NA,EXCLUDED,372.8966,100,-3.2247,100,84.2712,85,66.6388,100,113.8333,75,NA,EXCLUDED,NA,EXCLUDED,-6.5200,-10,-0.7700,30,46.4300,100,44.6500,70,139.9500,30
17211,"Delta Corp Ltd",DELTACORP,"Miscellaneous",83.55,STRONG BUY,-29.37,28.3340,100,43.5300,100,32.9414,100,7.3471,55,-16.3881,10,-3.6992,EXCLUDED,-1.3442,100,61.5882,100,57.7583,100,59.8719,100,NA,EXCLUDED,NA,EXCLUDED,0.7400,30,-0.1100,30,-10.2100,-10,51.2700,100,469.8300,100
43952,"James Warren Tea Ltd",538564,"Plantation & Plantation Products",83.55,STRONG BUY,-16.25,6.1997,60,17.0082,95,41.0261,100,23.9026,95,-2.8832,30,-37.2407,EXCLUDED,-3.7478,100,41.3273,100,92.7545,85,0.3399,100,NA,EXCLUDED,NA,EXCLUDED,2.0700,70,4.9700,70,11.0400,100,56.9500,100,2417.5800,30
76888,"Jayant Infratech Ltd",543544,"Infrastructure Developers & Operators",83.55,STRONG BUY,-20.86,36.5615,100,49.3590,100,57.4991,100,15.0350,85,-0.3269,30,-15.5823,EXCLUDED,-0.3586,100,65.6432,100,72.2974,90,65.7589,100,NA,EXCLUDED,NA,EXCLUDED,3.2700,70,2.7200,70,-15.8000,-10,54.0800,100,1266.9500,30
74805,"Ksolves India Ltd",KSOLVES,"IT - Software",83.47,STRONG BUY,-8.18,54.6258,100,45.2562,100,44.6319,100,120.1318,100,17.1213,95,216.2257,100,0.0884,95,116.0922,75,99.8813,80,80.3859,85,NA,EXCLUDED,NA,EXCLUDED,2.8000,70,-1.2400,20,-17.4100,-10,54.3800,100,456.1600,100
7734,"KCD Industries India Ltd",540696,"Realty",83.43,STRONG BUY,-39.59,97.2581,100,121.3183,100,NA,EXCLUDED,14.5733,75,NA,EXCLUDED,4808.4222,100,-0.0119,100,65.2401,100,61.9059,100,68.1555,100,NA,EXCLUDED,NA,EXCLUDED,-0.4700,30,14.3100,100,23.3600,100,54.1400,100,1045.6700,30
76037,"Brandbucket Media & Technology Ltd",543439,"Miscellaneous",83.31,STRONG BUY,0,8.1720,70,32.6553,100,18.1939,95,17.5374,85,NA,EXCLUDED,32.2783,100,-0.4566,100,31.5134,100,30.1213,100,46.0517,100,NA,EXCLUDED,NA,EXCLUDED,-6.4000,-10,-26.2800,-10,-55.6100,-10,31.0700,30,-203.6600,30
72390,"Hariom Pipe Industries Ltd",HARIOMPIPE,"Steel",83.29,STRONG BUY,-24.41,51.9919,100,50.2745,100,40.6194,100,20.6855,95,10.2770,70,15.7293,90,1.8278,75,116.6131,75,105.8997,80,95.0095,80,NA,EXCLUDED,NA,EXCLUDED,3.0700,70,8.4300,100,6.3000,100,57.4500,100,990.7400,30
45909,"Ultracab (India) Ltd",538706,"Cables",83.25,STRONG BUY,-24.41,35.3958,100,26.2381,100,63.2180,100,14.8552,75,NA,EXCLUDED,56.2366,100,1.3806,80,71.0653,90,67.4528,100,67.8362,100,NA,EXCLUDED,NA,EXCLUDED,-3.1700,20,-5.8100,-10,-18.7600,-10,41.1600,70,650.0000,30
71811,"Vedant Fashions Ltd",MANYAVAR,"Readymade Garments/ Apparells",83.15,STRONG BUY,-48.47,25.1463,100,25.5825,100,37.6668,100,24.9646,95,-11.3262,10,3.6878,45,-0.3342,100,81.7596,85,69.2981,100,76.6058,90,NA,EXCLUDED,NA,EXCLUDED,1.6400,70,0.1400,30,-13.3200,-10,54.0700,100,0.0000,20
76359,"Motherson Sumi Wiring India Ltd",MSUMI,"Auto Ancillaries",83.02,STRONG BUY,4.56,23.8901,100,15.0128,95,11.7444,70,43.8082,100,106.7957,100,15.1576,90,-0.1898,100,113.0371,75,109.8769,80,114.2344,75,NA,EXCLUDED,NA,EXCLUDED,3.7000,70,4.1800,70,5.0000,70,57.6400,100,388.2400,100
1228,"Saint-Gobain Sekurit India Ltd",515043,"Glass & Glass Products",82.77,STRONG BUY,-17.54,19.0589,95,24.9586,100,36.1963,100,17.5225,85,47.8471,100,6.3018,60,-3.0670,100,115.0372,75,114.6097,75,106.2328,80,NA,EXCLUDED,NA,EXCLUDED,7.0900,100,8.2000,100,4.9200,70,72.5200,30,1882.8600,100
4206,"Sharanam Infraproject & Trading Ltd",539584,"Retail",82.43,STRONG BUY,-22.86,200.4014,100,426.8948,100,493.7417,100,3.7188,35,NA,EXCLUDED,-6.0811,EXCLUDED,0.2032,95,17.8068,100,35.8060,100,19.5399,100,6.2600,100,14.1020,100,-11.9300,-10,-16.7400,-10,-39.2400,-10,18.4500,10,-132.6800,30
71081,"Jigar Cables Ltd",540651,"Cables",82.43,STRONG BUY,-5.93,65.0336,100,41.4505,100,205.1720,100,5.2541,45,51.9829,100,123.5080,100,0.1734,95,83.4063,85,144.4456,65,73.4887,90,NA,EXCLUDED,NA,EXCLUDED,11.6200,100,8.0700,100,25.9100,100,59.2900,100,547.9400,30
26214,"Wardwizard Innovations & Mobility Ltd",538970,"Automobile",82.37,STRONG BUY,-49.29,66.5457,100,86.1507,100,41.8347,100,11.8423,65,NA,EXCLUDED,-2.4981,EXCLUDED,5.0676,35,38.6445,100,27.4431,100,29.7081,100,NA,EXCLUDED,NA,EXCLUDED,11.6100,100,-0.2900,30,-44.9200,-10,58.3700,100,1275.6000,100
92237,"Azad Engineering Ltd",AZAD,"Aerospace & Defence",82.30,STRONG BUY,8.17,38.9313,100,51.3795,100,66.3868,100,13.7260,75,-22.9126,10,60.9774,100,-6.3735,100,103.2005,80,88.1552,85,109.9427,80,NA,EXCLUDED,NA,EXCLUDED,2.6100,70,1.6000,70,3.5400,70,56.1100,100,241.5200,20
