Ticker,Date,Time,LTP,BuyPrice,BuyQty,SellPrice,SellQty,LTQ,OpenInterest
REALTY.BSE_IDX,01/07/2025,09:00:07,7656.39,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:00:15,7666.62,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:00:23,7673.84,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:00:31,7673.84,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:00:39,7670.34,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:00:47,7670.34,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:00:55,7669.9,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:01:03,7665.53,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:01:11,7668.2,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:01:19,7669.81,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:01:27,7669.81,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:01:35,7576.53,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:01:43,7669.81,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:01:51,7669.81,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:01:59,7669.81,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:02:07,7670.25,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:02:15,7670.25,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:02:23,7670.25,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:02:31,7668.69,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:02:39,7668.69,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:02:47,7669.58,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:02:55,7669.58,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:03:03,7669.58,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:03:11,7669.58,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:03:19,7669.58,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:03:27,7669.58,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:03:35,7669.58,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:03:43,7670.7,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:03:51,7670.7,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:03:59,7670.7,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:04:07,7670.7,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:04:15,7667.74,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:04:23,7667.74,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:04:31,7667.74,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:04:39,7666.85,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:04:47,7668.91,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:04:55,7667.29,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:05:03,7667.29,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:05:11,7667.29,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:05:19,7664.77,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:05:27,7664.77,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:05:35,7664.77,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:05:43,7664.84,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:05:51,7664.84,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:05:59,7664.84,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:06:07,7664.84,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:06:15,7664.84,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:06:23,7665.77,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:06:31,7675.34,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:06:39,7690.19,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:06:47,7693.53,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:06:55,7689.22,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:07:04,7699,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:07:11,7699,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:07:19,7699,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:07:27,7699,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:07:35,7699,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:07:43,7699,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:07:51,7699,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:07:59,7699,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:08:07,7699,0,0,0,0,0,0
REALTY.BSE_IDX,01/07/2025,09:08:15,7699,0,0,0,0,0,0
