Ticker,Date,Time,LTP,BuyPrice,BuyQty,SellPrice,SellQty,LTQ,OpenInterest
DOL100.BSE_IDX,01/07/2025,09:00:07,3247.45,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:00:15,3247.73,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:00:23,3246.58,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:00:31,3247.78,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:00:39,3245.06,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:00:47,3242.44,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:00:55,3242.61,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:01:03,3242.49,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:01:11,3242.6,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:01:19,3243.96,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:01:27,3243.17,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:01:35,3241.91,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:01:43,3240.34,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:01:51,3238.31,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:01:59,3239.32,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:02:07,3239.79,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:02:15,3240.04,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:02:23,3239.97,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:02:31,3240.55,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:02:39,3240.58,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:02:47,3239.69,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:02:55,3239.77,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:03:03,3241.93,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:03:11,3241.45,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:03:19,3241.04,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:03:27,3240.16,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:03:35,3240.51,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:03:43,3239.88,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:03:51,3238.77,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:03:59,3236.95,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:04:07,3236.65,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:04:15,3236.16,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:04:23,3236.27,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:04:31,3236.12,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:04:39,3235.86,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:04:47,3235.16,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:04:55,3234.17,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:05:03,3234.21,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:05:11,3233.65,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:05:19,3235.32,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:05:27,3235.49,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:05:35,3235.84,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:05:43,3235.46,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:05:51,3235.68,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:05:59,3236.39,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:06:07,3236.47,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:06:15,3236.48,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:06:23,3237.2,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:06:31,3237.9,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:06:39,3237.93,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:06:47,3236.97,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:06:55,3237.22,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:07:04,3237.1,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:07:11,3237.1,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:07:19,3237.1,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:07:27,3237.1,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:07:35,3237.1,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:07:43,3237.1,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:07:51,3237.1,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:07:59,3237.1,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:08:07,3237.1,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:08:15,3237.1,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:08:23,3237.1,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:08:31,3237.1,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:08:39,3237.1,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:08:47,3237.1,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:08:55,3237.1,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:09:03,3237.11,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:09:11,3237.11,0,0,0,0,0,0
DOL100.BSE_IDX,01/07/2025,09:09:19,3237.11,0,0,0,0,0,0
