Ticker,Date,Time,LTP,BuyPrice,BuyQty,SellPrice,SellQty,LTQ,OpenInterest
PRECON.BSE_IDX,01/07/2025,09:00:00,5455.54,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:00:07,5525.63,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:00:15,5504.66,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:00:23,5496.99,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:00:31,5499.28,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:00:39,5462.92,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:00:47,5453.35,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:00:55,5453.35,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:01:03,5453.86,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:01:11,5455.23,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:01:19,5454.76,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:01:27,5454.7,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:01:35,5455.66,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:01:43,5462.2,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:01:51,5462.2,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:01:59,5464.03,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:02:07,5464.2,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:02:15,5463.47,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:02:23,5458.31,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:02:31,5458.59,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:02:39,5458.74,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:02:47,5458.85,0,0,0,0,0,0
PRECON.BSE_IDX,01/07/2025,09:02:55,5458.91,0,0,0,0,0,0
