Symbol,ScripCode,ActionId,CompanyName,IndustryName,ListedStatus,ScripFaceValue,ISIN,AnnouceType,AnnouncementDate,MeetingDate,CorporateActionType,PurposeCode,AnnouncementUrl,FileName,RatioAmount,BcRdFlag,BcRdFrom,BcRdTo,ProvXdate,NdStartDate,NdEndDate,PaymentDate,ReferenceSrno,ModifyDate,ReceivedAt,FileReceivedAt,SavedAt
PANCHSHEEL,531726,2,Panchsheel Organic Ltd.,Healthcare,Active,10,INE316G01019,U,2025-2-14 16:42:20,2025-2-14 00:00:00,Dividend,DP ,https://www.bseindia.com/xml-data/corpfiling/AttachHis/937016d8-f065-42c1-ae13-3c4885230914.pdf,,0.8000    ,RD,2025-2-28 00:00:00,2025-2-28 00:00:00,2025-2-28 00:00:00,,,2025-3-13 00:00:00,1,2025-2-14 21:01:59,,,2025-4-02 11:42:58
