Symbol,ScripCode,FillingDate,MeetingDate,TradeDate,CompanyName,FileStatus,HeadLine,NewsSubject,AttachmentName,NewsBody,Descriptor,CriticalNews,AnnounceType,MeetingType,DescriptorId,AttachmentUrl,FileName,ReceivedAt,FileReceivedAt,SavedAt
RELIANCE,500325,2025-2-28 18:06:36,0001-1-01 00:00:00,2025-2-28 18:06:36,RELIANCE INDUSTRIES LTD.,N,Disclosure Under Regulation 30 Of The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations'| 2015,Disclosure Under Regulation 30 Of The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations'| 2015,1d4dafd1-eba4-4288-b3e4-d3557c8eb52c.pdf,Disclosure under Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulation'| 2015 is attached.,General,0,General_Announcements,,1,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1d4dafd1-eba4-4288-b3e4-d3557c8eb52c.pdf,RELIANCE_General_Announcements_1_28022025.pdf,2025-2-28 18:07:02,,2025-2-28 18:07:02
